Year,quarter,citymarketid,strength_pax,degree,HHI_neighbors,TotalFaredPax_city,TotalPerLFMkts_city,TotalPerPrem_city,city_clean,lat,lon
2022,2,34262,3235.0,8,0.17262782214429218,477330.0,0.6421,0.0002,"Palm Springs, CA",33.8232286,-116.5106191
2022,2,34314,296.0,1,1.0,,,,"Provo, UT",40.2335349,-111.6669789
2022,2,34321,1651.0,5,0.23002302809339348,374430.0,0.6447,0.0502,"Portland, ME",43.670822,-70.28438249999999
2022,2,34433,485.0,1,1.0,104920.0,0.2627,-0.0058,"Santa Rosa, CA",38.440429,-122.7140548
2022,2,34489,807.0,3,0.3413425586833914,151910.0,0.1058,-0.036,"Bend/Redmond, OR",44.2726203,-121.1739212
2022,2,34492,20657.0,26,0.06071891653466437,2267730.0,0.8264,0.0412,"Raleigh/Durham, NC",35.7795897,-78.6381787
2022,2,34524,5111.0,11,0.10162577054313053,782080.0,0.7297999999999999,-0.030100000000000002,"Richmond, VA",37.5407246,-77.4360481
2022,2,34570,5126.0,10,0.14515215401381862,729260.0,0.9369,-0.0415,"Reno, NV",39.529919,-119.8142691
2022,2,34576,2230.0,7,0.15968227794646986,437910.0,0.7251,-0.0173,"Rochester, NY",43.15657789999999,-77.6088465
2022,2,34614,26853.0,32,0.05423729302935799,2910960.0,0.8096,0.0534,"Salt Lake City, UT",40.7605601,-111.8881397
2022,2,34653,2351.0,7,0.15578463674471038,542040.0,0.8596,-0.010900000000000002,"Tulsa, OK",36.1551375,-95.989501
2022,2,34685,4505.0,10,0.15411762242224386,728950.0,0.7802,0.0358,"Savannah, GA",32.0808989,-81.091203
2022,2,34689,1106.0,4,0.25782269324970813,205590.0,0.6408,0.0736,"Santa Barbara, CA",34.420285,-119.698935
2022,2,34761,1698.0,5,0.2215625394526367,592780.0,1.0,-0.5512,"Sanford, FL",28.8028612,-81.269453
2022,2,34986,4584.0,11,0.12450697318847863,758250.0,0.9285,-0.1148,"Sarasota/Bradenton, FL",27.336465,-82.5310117
2022,2,35096,2154.0,7,0.15763464832761315,468900.0,0.6921,-0.0491,"Syracuse, NY",43.0494832,-76.14739770000001
2022,2,35249,278.0,1,1.0,115000.0,0.0,0.1541,"Tallahassee, FL",30.4381828,-84.28062349999999
2022,2,35356,738.0,2,0.585960737656157,145140.0,1.0,-0.5108,"Trenton, NJ",40.2201787,-74.7642295
2022,2,35412,2028.0,7,0.14693356130543203,405900.0,0.5264,0.0482,"Knoxville, TN",35.965266,-83.923304
2022,3,30135,784.0,2,0.5437838400666389,158380.0,0.7664,-0.365,"Allentown/Bethlehem/Easton, PA",40.6672608,-75.30623260000002
2022,3,30140,6883.0,16,0.07271436200115211,893800.0,0.952,0.0226,"Albuquerque, NM",35.0843859,-106.650422
2022,3,30154,693.0,1,1.0,110630.0,0.8892,0.4412,"Nantucket, MA",41.2853251,-70.0988002
2022,3,30158,1731.0,5,0.2333553934255585,171710.0,1.0,-0.5355,"Atlantic City, NJ",39.3636917,-74.4291041
2022,3,30189,1922.0,5,0.20507059395509145,416870.0,0.9388,-0.0803,"Colorado Springs, CO",38.8353142,-104.8216009
2022,3,30194,78681.0,66,0.03266995247841418,3990290.0,0.79485,0.0764499999999999,"Dallas/Fort Worth, TX",32.7766642,-96.7969879
2022,3,30198,12833.0,24,0.05222047287852331,1540030.0,0.7891,0.030800000000000004,"Pittsburgh, PA",40.4386612,-79.99723519999999
2022,3,30255,346.0,1,1.0,189850.0,0.1472,0.3483,"Huntsville, AL",34.7295497,-86.5853155
2022,3,30257,2871.0,8,0.13946658601290532,547460.0,0.8805,0.0112,"Albany, NY",42.6518095,-73.75447070000001
2022,3,30279,279.0,1,1.0,103720.0,0.908,-0.0815,"Amarillo, TX",35.2069816,-101.8320065
2022,3,30325,84804.0,73,0.02835059330832399,8381440.0,0.9541,0.0005,"Denver, CO",39.7392358,-104.990251
2022,3,30397,71972.0,59,0.04050377574630573,7239480.0,0.8934,0.1348,"Atlanta, GA",33.7501275,-84.3885209
2022,3,30423,30320.0,34,0.04608824038749382,3349930.0,0.9269,-0.042,"Austin, TX",30.267153,-97.7430608
2022,3,30431,1420.0,4,0.26396845863915885,339330.0,0.6212,-0.1064,"Asheville, NC",35.5975104,-82.54605629999999
2022,3,30436,2660.0,8,0.1412341002883148,513520.0,0.7844,-0.0304,"Tucson, AZ",32.2539787,-110.9741769
2022,3,30466,53335.0,53,0.03693647123916428,2785670.0,0.9690499999999999,-0.2834,"Phoenix, AZ",33.4482948,-112.0725488
2022,3,30529,8679.0,17,0.08229949718845822,1125290.0,0.805,-0.0845,"Hartford, CT",41.7658043,-72.6733723
2022,3,30559,63604.0,53,0.0461557269361485,6353950.0,0.665,0.0351,"Seattle, WA",47.6061389,-122.3328481
2022,3,30581,253.0,1,1.0,166070.0,0.1419,0.1004,"Bangor, ME",44.8016128,-68.7712257
2022,3,30599,2337.0,7,0.14764603358485445,491530.0,0.7764,0.1243,"Birmingham, AL",33.5185892,-86.8103567
2022,3,30615,5484.0,14,0.08237497213563653,712970.0,0.9255000000000001,-0.072,"El Paso, TX",31.7618778,-106.4850217
2022,3,30647,15255.0,23,0.05315238670128841,869605.0,0.65105,-0.02035,"Cleveland, OH",41.49932,-81.6943605
2022,3,30666,892.0,3,0.3540187817973416,112170.0,0.9655999999999999,-0.4267,"Bellingham, WA",48.7519112,-122.4786854
2022,3,30676,225.0,1,1.0,67160.0,1.0,-0.5894,"Belleville, IL",38.5200504,-89.9839935
2022,3,30693,31201.0,38,0.04197433407254637,3390000.0,0.9624000000000001,-0.027400000000000004,"Nashville, TN",36.1626638,-86.7816016
2022,3,30713,6312.0,12,0.1059722282461154,866460.0,0.6498,-0.1094,"Boise, ID",43.6150186,-116.2023137
2022,3,30721,72962.0,52,0.03590058821973986,2412413.33333333,0.873033333333333,0.0117333333333333,"Boston, MA",42.3555076,-71.0565364
2022,3,30785,1082.0,4,0.2602526299964808,256110.0,0.5354,0.042,"Burlington, VT",44.4758825,-73.21207199999999
2022,3,30792,6954.0,14,0.09308348571726822,892320.0,0.8448,-0.0455,"Buffalo, NY",42.88690039999999,-78.8788896
2022,3,30849,2467.0,8,0.12995587149645693,515990.0,0.7077,0.0515,"Bozeman, MT",45.67931189999999,-111.037259
2022,3,30852,90669.0,68,0.0322239648108108,2968300.0,0.628066666666666,0.0678333333333333,"Washington, DC",38.9072873,-77.0369274
2022,3,30868,232.0,1,1.0,156770.0,0.0,0.1619,"Columbia, SC",34.0008322,-81.035147
2022,3,30928,211.0,1,1.0,266780.0,0.7508,0.005,"Wichita, KS",37.693452,-97.3382202
2022,3,30977,104813.0,66,0.03596846119637752,5127845.0,0.762,0.0119499999999999,"Chicago, IL",41.88325,-87.6323879
2022,3,30994,7181.0,14,0.12001015537896592,1023090.0,0.7299999999999999,-0.094,"Charleston, SC",32.7833163,-79.9319664
2022,3,31003,501.0,2,0.5106154955557947,196730.0,0.5048,-0.0675,"Cedar Rapids/Iowa City, IA",41.9778795,-91.6656232
2022,3,31057,25814.0,36,0.049183856051848385,2921260.0,0.5465,0.2141,"Charlotte, NC",35.2270768,-80.84089329999999
2022,3,31066,12129.0,22,0.055764079444403425,730300.0,0.9308,-0.25095,"Columbus, OH",39.9625112,-83.0032218
2022,3,31123,18622.0,29,0.044356610825242754,2110590.0,0.9393,0.0318,"St. Louis, MO",38.62742799999999,-90.1982439
2022,3,31135,5859.0,12,0.11792825196521743,850010.0,0.9764,-0.3044,"Myrtle Beach, SC",33.6954218,-78.8802094
2022,3,31136,8865.0,16,0.10256156059002479,1204320.0,0.8164,0.0054,"Jacksonville, FL",30.3297566,-81.6591529
2022,3,31267,233.0,1,1.0,164040.0,0.0911,0.0684,"Dayton, OH",39.7592225,-84.1936144
2022,3,31295,33519.0,34,0.04249823070657095,3528280.0,0.789,0.1397,"Detroit, MI",42.32971819999999,-83.0424533
2022,3,31423,2492.0,8,0.13580665191212202,515840.0,0.8242,-0.0453,"Des Moines, IA",41.5896139,-93.6163963
2022,3,31453,53339.0,52,0.03788885885382637,2764030.0,0.8845,-0.0180499999999999,"Houston, TX",29.7600771,-95.3701108
2022,3,31454,75744.0,53,0.05117770269831594,7349110.0,0.9548,-0.1381,"Orlando, FL",28.5383832,-81.3789269
2022,3,31481,921.0,3,0.3494348893769577,279040.0,0.827,0.0622,"Panama City, FL",30.1588129,-85.6602058
2022,3,31504,1336.0,4,0.2603232905446592,439200.0,0.8531,-0.1749,"Valparaiso, FL",30.5085309,-86.50272819999999
2022,3,31603,1523.0,4,0.30917354342196196,287840.0,0.7197,-0.14,"Eugene, OR",44.052121,-123.0896705
2022,3,31624,239.0,1,1.0,180270.0,0.1648,0.0551,"Key West, FL",24.5550593,-81.7799871
2022,3,31637,486.0,2,0.501219326322207,137560.0,0.6504,0.0258,"Fargo, ND",46.8771863,-96.7898034
2022,3,31638,1321.0,4,0.29010493163197887,353060.0,0.6901,-0.0275,"Fresno, CA",36.7377981,-119.7871247
2022,3,31648,232.0,1,1.0,229100.0,0.2944,0.2309,"Kalispell, MT",48.1919889,-114.3168131
2022,3,31650,39674.0,44,0.03687074026964973,4124570.0,0.9122,0.1312,"Minneapolis/St. Paul, MN",44.9374831,-93.2009998
2022,3,31703,171461.0,73,0.03842166006025657,2721830.0,0.810083333333333,-0.0916,"New York City, NY",40.7127753,-74.0059728
2022,3,31714,11176.0,17,0.09637996135496403,1345690.0,0.9228,-0.0779,"Fort Myers, FL",26.6409247,-81.8605575
2022,3,31775,483.0,2,0.5004822344816944,179810.0,0.5956,-0.0978,"Sioux Falls, SD",43.5460223,-96.731265
2022,3,31834,733.0,3,0.33738825846053055,279490.0,0.4651,0.1944,"Fayetteville, AR",36.0618562,-94.1579584
2022,3,31871,1235.0,4,0.26836106148273203,362420.0,0.5024,0.1656,"Greenville/Spartanburg, SC",34.8332582,-82.2975348
2022,3,31884,5362.0,12,0.10130080841586134,763190.0,0.6986,-0.0384,"Spokane, WA",47.6579711,-117.4235319
2022,3,31986,4110.0,13,0.08391946531218736,636930.0,0.7941,0.0066,"Grand Rapids, MI",42.9704146,-85.6721946
2022,3,31995,727.0,2,0.5903271154468346,253220.0,0.1373,0.1158,"Greensboro/High Point, NC",35.9878908,-79.9638094
2022,3,32206,543.0,2,0.5012362260004274,134100.0,0.8968,-0.096,"Harlingen/San Benito, TX",26.132576,-97.6311006
2022,3,32211,78037.0,61,0.03561259604569038,7829310.0,0.9836,-0.18939999999999999,"Las Vegas, NV",36.171563,-115.1391009
2022,3,32244,527.0,1,1.0,192430.0,1.0,-0.5592,"New Haven, CT",41.308274,-72.9278835
2022,3,32323,424.0,1,1.0,197980.0,0.1336,0.1306,"Wilmington, NC",34.2103894,-77.8868117
2022,3,32337,13717.0,22,0.05489089965087444,1603930.0,0.8276,0.037,"Indianapolis, IN",39.76909,-86.158018
2022,3,32441,254.0,1,1.0,232940.0,0.0306,0.3537,"Jackson, WY",43.4799291,-110.7624282
2022,3,32448,426.0,2,0.5002755185258656,206830.0,0.8013,-0.0155,"Jackson/Vicksburg, MS",32.3522304,-90.8745758
2022,3,32457,94905.0,51,0.06503680624882159,3094570.0,0.8611333333333329,-0.0741666666666666,"San Francisco, CA",37.7749295,-122.4194155
2022,3,32467,75792.0,49,0.07166359274490067,3759550.0,0.92655,-0.103649999999999,"Miami, FL",25.7616798,-80.1917902
2022,3,32575,140808.0,65,0.04458114481492565,2733136.0,0.9391,-0.06086,"Los Angeles, CA",34.0549076,-118.242643
2022,3,32600,774.0,3,0.3354799724909695,347020.0,0.8559,0.0114,"Little Rock, AR",34.7428286,-92.2762904
2022,3,32896,629.0,2,0.5360945908032787,147620.0,0.905,-0.0561,"Lubbock, TX",33.5845235,-101.8552139
2022,3,32898,235.0,1,1.0,,,,"Latrobe, PA",40.3211808,-79.37948109999999
2022,3,33044,4739.0,13,0.08267641803158865,701950.0,0.8356,0.0173,"Louisville, KY",38.2468618,-85.7663724
2022,3,33105,12463.0,23,0.052149902506251206,1445230.0,0.8143,-0.03,"Cincinnati, OH",39.1031182,-84.5120196
2022,3,33158,1080.0,2,0.5519135802469136,213630.0,0.7666,0.0658,"Midland/Odessa, TX",31.8456816,-102.3676431
2022,3,33192,20099.0,21,0.10670656294924381,2269130.0,0.9723,-0.1005,"Sacramento, CA",38.5781342,-121.4944209
2022,3,33195,35537.0,47,0.045156078684882445,1925195.0,0.97055,-0.31005,"Tampa, FL",27.9516896,-82.45875269999999
2022,3,33198,16295.0,26,0.04899032405458541,1879130.0,0.9101,0.0225,"Kansas City, MO",39.0997265,-94.5785667
2022,3,33214,13770.0,26,0.04896765990077679,1699590.0,0.9214,-0.0191,"San Antonio, TX",29.4251905,-98.4945922
2022,3,33244,5769.0,13,0.08268547070535967,816940.0,0.7828999999999999,0.007,"Memphis, TN",35.1485812,-90.0518955
2022,3,33256,360.0,1,1.0,142930.0,0.3512,0.0749,"Mission/McAllen/Edinburg, TX",26.2159066,-98.3252932
2022,3,33264,548.0,2,0.5101297352016624,155400.0,0.29,-0.1195,"Medford, OR",42.3230112,-122.8767396
2022,3,33316,5503.0,14,0.07789183036599831,830830.0,0.9052999999999999,0.0478,"Omaha, NE",41.2565369,-95.9345034
2022,3,33342,8183.0,16,0.07390234407720533,1054720.0,0.8631,0.0705,"Milwaukee, WI",43.0410344,-87.9096783
2022,3,33485,755.0,2,0.5000429805710276,319820.0,0.1443,0.2361,"Madison, WI",43.0721661,-89.4007501
2022,3,33495,19124.0,27,0.052571301088491666,2080800.0,0.9775,-0.1306,"New Orleans, LA",29.9508941,-90.0758356
2022,3,33541,374.0,1,1.0,62480.0,0.9979,0.3255,"Martha's Vineyard, MA",41.3804981,-70.645473
2022,3,33570,41907.0,40,0.056574579536166736,4389160.0,0.9286,-0.0406,"San Diego, CA",32.715738,-117.1610838
2022,3,33667,5247.0,14,0.07942429570961239,444740.0,0.3859,0.07435,"Norfolk, VA",36.8507689,-76.28587259999999
2022,3,33728,1493.0,5,0.2036944903409481,444520.0,0.6481,0.0351,"Pensacola, FL",30.4076647,-87.2189746
2022,3,33851,4126.0,11,0.09702972460560685,717740.0,0.9172999999999999,0.0218,"Oklahoma City, OK",35.4688692,-97.519539
2022,3,34004,801.0,3,0.3351787169907778,129100.0,0.0,-0.10159999999999998,"Everett, WA",47.9782457,-122.207417
2022,3,34027,7292.0,5,0.3943132398266918,999230.0,0.8524,0.0591,"West Palm Beach/Palm Beach, FL",26.7056206,-80.0364297
2022,3,34057,25766.0,29,0.06689984940744925,2851740.0,0.8227,0.0771,"Portland, OR",45.515232,-122.6783853
2022,3,34100,34072.0,37,0.045387532312138636,3582770.0,0.8254,0.0765,"Philadelphia, PA",39.9525839,-75.1652215
2022,3,34252,241.0,1,1.0,115840.0,0.4034,-0.0604,"Pasco/Kennewick/Richland, WA",46.2086683,-119.119948
2022,3,34262,1065.0,2,0.521530560514889,274120.0,0.5888,-0.102,"Palm Springs, CA",33.8232286,-116.5106191
2022,3,34314,319.0,1,1.0,,,,"Provo, UT",40.2335349,-111.6669789
2022,3,34321,2652.0,6,0.19823651121894403,537180.0,0.6964,0.1154,"Portland, ME",43.670822,-70.28438249999999
2022,3,34433,742.0,2,0.5652276574567172,114420.0,0.2522,-0.0031,"Santa Rosa, CA",38.440429,-122.7140548
2022,3,34489,962.0,3,0.3398433616728835,175340.0,0.0654,0.04950000000000001,"Bend/Redmond, OR",44.2726203,-121.1739212
2022,3,34492,19903.0,26,0.05903538709492786,2241060.0,0.7973999999999999,0.0269,"Raleigh/Durham, NC",35.7795897,-78.6381787
2022,3,34524,5425.0,13,0.08956449276901186,771070.0,0.7459,-0.0416,"Richmond, VA",37.5407246,-77.4360481
2022,3,34570,5917.0,11,0.13291427704106573,815430.0,0.9811999999999999,0.0002,"Reno, NV",39.529919,-119.8142691
2022,3,34576,1757.0,5,0.22619887147887838,435490.0,0.7763,-0.0005,"Rochester, NY",43.15657789999999,-77.6088465
2022,3,34614,26525.0,31,0.055128142052959836,2940040.0,0.8197,0.0682,"Salt Lake City, UT",40.7605601,-111.8881397
2022,3,34653,2319.0,7,0.15354178067786947,540700.0,0.8869,-0.057,"Tulsa, OK",36.1551375,-95.989501
2022,3,34685,3635.0,8,0.19841083459942593,659380.0,0.7847,-0.0521,"Savannah, GA",32.0808989,-81.091203
2022,3,34689,1173.0,4,0.2581492213624395,230600.0,0.7548,0.0219,"Santa Barbara, CA",34.420285,-119.698935
2022,3,34761,1240.0,4,0.2842416753381894,488740.0,1.0,-0.5878,"Sanford, FL",28.8028612,-81.269453
2022,3,34986,2229.0,6,0.2005266843261297,510710.0,0.9133999999999999,-0.1782,"Sarasota/Bradenton, FL",27.336465,-82.5310117
2022,3,35096,2539.0,9,0.11600318993764233,492450.0,0.7315,-0.060399999999999995,"Syracuse, NY",43.0494832,-76.14739770000001
2022,3,35249,253.0,1,1.0,97680.0,0.0,0.2289,"Tallahassee, FL",30.4381828,-84.28062349999999
2022,3,35356,787.0,2,0.5863209169332013,123630.0,1.0,-0.5458,"Trenton, NJ",40.2201787,-74.7642295
2022,3,35412,2210.0,8,0.1298961937716263,396570.0,0.4887,0.078,"Knoxville, TN",35.965266,-83.923304
2022,4,30135,697.0,2,0.545821505982804,136890.0,0.7636,-0.3367,"Allentown/Bethlehem/Easton, PA",40.6672608,-75.30623260000002
2022,4,30140,6654.0,15,0.0764751946642715,889850.0,0.952,0.018,"Albuquerque, NM",35.0843859,-106.650422
2022,4,30158,1101.0,3,0.3842473319193764,135360.0,0.9994999999999999,-0.5124,"Atlantic City, NJ",39.3636917,-74.4291041
2022,4,30189,1798.0,5,0.2105967451166232,376700.0,0.9304,-0.11879999999999999,"Colorado Springs, CO",38.8353142,-104.8216009
2022,4,30194,81389.0,66,0.03421603796893645,4100760.0,0.77295,0.05835,"Dallas/Fort Worth, TX",32.7766642,-96.7969879
2022,4,30198,12918.0,23,0.05767320400182355,1536240.0,0.8157,0.011,"Pittsburgh, PA",40.4386612,-79.99723519999999
2022,4,30255,358.0,1,1.0,191870.0,0.0661,0.3708,"Huntsville, AL",34.7295497,-86.5853155
2022,4,30257,2118.0,6,0.18095134915348546,465620.0,0.8447,0.0305,"Albany, NY",42.6518095,-73.75447070000001
2022,4,30279,273.0,1,1.0,103210.0,0.8919,-0.0347,"Amarillo, TX",35.2069816,-101.8320065
2022,4,30325,78371.0,66,0.029740743944401148,7790350.0,0.9536,-0.0734,"Denver, CO",39.7392358,-104.990251
2022,4,30397,73568.0,57,0.041400940859312285,7378230.0,0.9036,0.1269,"Atlanta, GA",33.7501275,-84.3885209
2022,4,30423,33354.0,36,0.04654191573377771,3569970.0,0.9341,0.0074,"Austin, TX",30.267153,-97.7430608
2022,4,30431,1473.0,4,0.2615409574191062,338490.0,0.6267,-0.1289,"Asheville, NC",35.5975104,-82.54605629999999
2022,4,30436,3796.0,10,0.11258259762092201,666030.0,0.7129,0.0405,"Tucson, AZ",32.2539787,-110.9741769
2022,4,30466,66827.0,57,0.034648248991014846,3445110.0,0.9688,-0.2309,"Phoenix, AZ",33.4482948,-112.0725488
2022,4,30529,9122.0,19,0.07164831946743891,1121740.0,0.7898,-0.05650000000000001,"Hartford, CT",41.7658043,-72.6733723
2022,4,30559,54495.0,51,0.049286777564717894,5430620.0,0.5634,-0.0778,"Seattle, WA",47.6061389,-122.3328481
2022,4,30599,3068.0,9,0.11606434082568261,516490.0,0.7365,0.1383,"Birmingham, AL",33.5185892,-86.8103567
2022,4,30615,6018.0,15,0.07962713167686483,767760.0,0.9305,-0.022,"El Paso, TX",31.7618778,-106.4850217
2022,4,30647,15184.0,24,0.0551238232163855,837730.0,0.66065,-0.0805,"Cleveland, OH",41.49932,-81.6943605
2022,4,30666,570.0,2,0.5221606648199446,104780.0,0.9712,-0.3961,"Bellingham, WA",48.7519112,-122.4786854
2022,4,30693,32002.0,38,0.04278780565402838,3414430.0,0.9665000000000001,-0.0425,"Nashville, TN",36.1626638,-86.7816016
2022,4,30713,6422.0,12,0.10631528707424194,846450.0,0.6796000000000001,-0.0948,"Boise, ID",43.6150186,-116.2023137
2022,4,30721,71133.0,47,0.03779949634531472,2349600.0,0.871766666666666,0.00986666666666666,"Boston, MA",42.3555076,-71.0565364
2022,4,30785,602.0,2,0.5173066522444565,207600.0,0.5627,0.085,"Burlington, VT",44.4758825,-73.21207199999999
2022,4,30792,5500.0,12,0.1189030743801653,716250.0,0.8653999999999998,-0.0899,"Buffalo, NY",42.88690039999999,-78.8788896
2022,4,30849,835.0,3,0.33968518053712926,330550.0,0.7727,-0.0138,"Bozeman, MT",45.67931189999999,-111.037259
2022,4,30852,93058.0,66,0.032473459253192234,3025163.33333333,0.622533333333333,0.0543666666666666,"Washington, DC",38.9072873,-77.0369274
2022,4,30868,231.0,1,1.0,153740.0,0.0,0.1958,"Columbia, SC",34.0008322,-81.035147
2022,4,30928,416.0,2,0.5000115569526628,259300.0,0.8426,-0.0054,"Wichita, KS",37.693452,-97.3382202
2022,4,30977,100328.0,64,0.036870630196920294,4887540.0,0.7692,-0.0266499999999999,"Chicago, IL",41.88325,-87.6323879
2022,4,30990,210.0,1,1.0,67940.0,0.0,0.1763,"Charlottesville, VA",38.0301826,-78.4769353
2022,4,30994,6942.0,13,0.1319278283968057,988740.0,0.7394,-0.0365,"Charleston, SC",32.7833163,-79.9319664
2022,4,31003,575.0,2,0.5008,216790.0,0.5172,-0.0928,"Cedar Rapids/Iowa City, IA",41.9778795,-91.6656232
2022,4,31057,27379.0,37,0.05107333591511265,3029330.0,0.5859,0.2211,"Charlotte, NC",35.2270768,-80.84089329999999
2022,4,31066,12180.0,21,0.060233956444250315,723895.0,0.9324,-0.2245,"Columbus, OH",39.9625112,-83.0032218
2022,4,31123,18302.0,30,0.044285950883130434,2005300.0,0.938,0.0034,"St. Louis, MO",38.62742799999999,-90.1982439
2022,4,31135,2032.0,5,0.2562949500899002,431290.0,0.9559,-0.2668,"Myrtle Beach, SC",33.6954218,-78.8802094
2022,4,31136,10207.0,18,0.09716665552119812,1318690.0,0.7687,0.0476,"Jacksonville, FL",30.3297566,-81.6591529
2022,4,31295,33951.0,33,0.04524976173132427,3546300.0,0.7982,0.1412,"Detroit, MI",42.32971819999999,-83.0424533
2022,4,31423,2172.0,7,0.15501663563383292,487310.0,0.8213,-0.0376,"Des Moines, IA",41.5896139,-93.6163963
2022,4,31453,58506.0,57,0.03686898170722717,2950790.0,0.8688,-0.0325499999999999,"Houston, TX",29.7600771,-95.3701108
2022,4,31454,84567.0,54,0.04638934605830431,8258880.0,0.9563,-0.1018,"Orlando, FL",28.5383832,-81.3789269
2022,4,31481,215.0,1,1.0,190290.0,0.7132,0.0954,"Panama City, FL",30.1588129,-85.6602058
2022,4,31504,425.0,2,0.5003349480968858,258200.0,0.7164,-0.1046,"Valparaiso, FL",30.5085309,-86.50272819999999
2022,4,31603,1580.0,4,0.28992389040217914,269630.0,0.7337,-0.1398,"Eugene, OR",44.052121,-123.0896705
2022,4,31624,267.0,1,1.0,214600.0,0.2394,0.2295,"Key West, FL",24.5550593,-81.7799871
2022,4,31637,353.0,1,1.0,145230.0,0.6539,-0.0576,"Fargo, ND",46.8771863,-96.7898034
2022,4,31638,986.0,3,0.3983126859193003,309640.0,0.7142,0.0203,"Fresno, CA",36.7377981,-119.7871247
2022,4,31650,37189.0,42,0.03830473245329456,3875030.0,0.8625999999999999,0.0826,"Minneapolis/St. Paul, MN",44.9374831,-93.2009998
2022,4,31703,179095.0,73,0.03914561091986757,2824763.33333333,0.810416666666666,-0.0669999999999999,"New York City, NY",40.7127753,-74.0059728
2022,4,31714,14727.0,23,0.07922247418579129,1608590.0,0.9123,0.0024,"Fort Myers, FL",26.6409247,-81.8605575
2022,4,31775,325.0,1,1.0,185220.0,0.5769,-0.0524,"Sioux Falls, SD",43.5460223,-96.731265
2022,4,31834,495.0,2,0.5097153351698807,273900.0,0.4148,0.2164,"Fayetteville, AR",36.0618562,-94.1579584
2022,4,31871,1333.0,4,0.2684686550482332,386820.0,0.4968,0.1723,"Greenville/Spartanburg, SC",34.8332582,-82.2975348
2022,4,31884,4888.0,11,0.11133322596371487,674440.0,0.6673,-0.0411,"Spokane, WA",47.6579711,-117.4235319
2022,4,31986,4271.0,14,0.07649214774205612,633770.0,0.8273,-0.0332,"Grand Rapids, MI",42.9704146,-85.6721946
2022,4,31995,873.0,2,0.6119029718066102,277010.0,0.0169,0.1389,"Greensboro/High Point, NC",35.9878908,-79.9638094
2022,4,32070,206.0,1,1.0,208830.0,0.4112,-0.012,"Harrisburg, PA",40.2731911,-76.8867008
2022,4,32206,737.0,3,0.33691355729064065,148050.0,0.8957,-0.0847,"Harlingen/San Benito, TX",26.132576,-97.6311006
2022,4,32211,80429.0,62,0.033078244769650864,8093060.0,0.9894,-0.15720000000000003,"Las Vegas, NV",36.171563,-115.1391009
2022,4,32244,1463.0,5,0.22298071033546085,200120.0,1.0,-0.5147,"New Haven, CT",41.308274,-72.9278835
2022,4,32323,464.0,1,1.0,179170.0,0.1374,0.1489,"Wilmington, NC",34.2103894,-77.8868117
2022,4,32337,14695.0,23,0.05611315762572095,1659640.0,0.7773,0.054099999999999995,"Indianapolis, IN",39.76909,-86.158018
2022,4,32448,705.0,3,0.3343755344298576,213480.0,0.7829,-0.0002,"Jackson/Vicksburg, MS",32.3522304,-90.8745758
2022,4,32457,93853.0,48,0.06629995812209906,3058463.33333333,0.856266666666666,-0.0754333333333333,"San Francisco, CA",37.7749295,-122.4194155
2022,4,32467,86490.0,55,0.07179918225204689,4221100.0,0.91275,-0.02795,"Miami, FL",25.7616798,-80.1917902
2022,4,32575,142384.0,63,0.0451921505147647,2754606.0,0.92124,-0.0559599999999999,"Los Angeles, CA",34.0549076,-118.242643
2022,4,32600,1021.0,4,0.25350211666655476,356170.0,0.841,0.0124,"Little Rock, AR",34.7428286,-92.2762904
2022,4,32896,629.0,2,0.5197464367949733,152220.0,0.9133,-0.0106,"Lubbock, TX",33.5845235,-101.8552139
2022,4,32898,206.0,1,1.0,,,,"Latrobe, PA",40.3211808,-79.37948109999999
2022,4,33044,4707.0,12,0.08918615576410545,694240.0,0.8211,0.0148,"Louisville, KY",38.2468618,-85.7663724
2022,4,33105,12322.0,23,0.05422275366451181,1402350.0,0.8115,0.0006,"Cincinnati, OH",39.1031182,-84.5120196
2022,4,33158,1059.0,2,0.5494386440786782,211900.0,0.7707,0.0922,"Midland/Odessa, TX",31.8456816,-102.3676431
2022,4,33192,20257.0,24,0.10646044504744337,2204080.0,0.9768,-0.1025,"Sacramento, CA",38.5781342,-121.4944209
2022,4,33195,41566.0,49,0.04387436383694142,2205260.0,0.971349999999999,-0.26805,"Tampa, FL",27.9516896,-82.45875269999999
2022,4,33198,16605.0,27,0.04806409188251272,1845940.0,0.911,-0.024300000000000002,"Kansas City, MO",39.0997265,-94.5785667
2022,4,33214,15508.0,27,0.048623983933608714,1866070.0,0.8711,0.0219,"San Antonio, TX",29.4251905,-98.4945922
2022,4,33244,6122.0,14,0.07794260896348995,832390.0,0.7775,0.0554,"Memphis, TN",35.1485812,-90.0518955
2022,4,33256,300.0,1,1.0,141280.0,0.235,0.066,"Mission/McAllen/Edinburg, TX",26.2159066,-98.3252932
2022,4,33264,528.0,2,0.5193985307621671,145220.0,0.2165,-0.116,"Medford, OR",42.3230112,-122.8767396
2022,4,33316,5719.0,14,0.07885859526967363,836900.0,0.8826,0.0081,"Omaha, NE",41.2565369,-95.9345034
2022,4,33342,8161.0,17,0.07305874856072095,1027420.0,0.8822,0.0123,"Milwaukee, WI",43.0410344,-87.9096783
2022,4,33485,721.0,2,0.5035789789570272,320910.0,0.2717,0.1951,"Madison, WI",43.0721661,-89.4007501
